state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density,cases_2022,cases_percentage_2022,cases_2021,cases_percentage_2021,cases_2020,cases_percentage_2020,pov_percentage
Alaska,Southeast Fairbanks Census Area,6820,7005,7021,332,1704,1570,865,7.4,38.1,35.1,19.3,890.0,75.49953064234947,1.7030977604934958,15.193777658575836,2.5077108756872737,1.005766393992222,3.03,0.106951726969006,2052.0,29.226605896595924,733.0,10.46395431834404,140.0,2.0527859237536656,12.70521056388294
Missouri,Dunklin,28217,27751,27406,3932,7676,4676,2622,20.8,40.6,24.7,13.9,6029.0,78.82012570250407,12.470486515247249,2.151574606763992,0.4057064946293771,0.1496458381829669,2.39,21.7118767467191,7824.0,28.5484930307232,2904.0,10.464487766206624,1413.0,5.007619520147428,21.725343230874564
California,Tulare,473891,476946,477544,76249,73748,86136,42332,27.4,26.5,30.9,15.2,88367.0,47.736803869361104,1.7941799721840823,3.6318778231113686,3.923181174698528,0.3119077349921046,3.34,36.8526563166655,136125.0,28.505226743504263,49934.0,10.46952904521686,18896.0,3.9874148274603236,18.52767399244359
Massachusetts,Nantucket,14237,14499,14421,388,1863,2785,5179,3.8,18.2,27.3,50.7,846.0,71.98455891659283,8.422984432350335,1.3036324515884066,2.7654727249715223,0.3100873307176306,2.91,92.9035115811747,3481.0,24.138409264267388,1518.0,10.469687564659631,230.0,1.615508885298869,5.8348851644941035
Georgia,Warren,5208,5214,5155,1084,1466,907,352,28.5,38.5,23.8,9.2,1321.0,39.27638940693771,58.33644162625886,0.7832898172323759,0.5035434539350988,0.1118985453189108,2.26,7.25881737107015,1064.0,20.64015518913676,546.0,10.47180667433832,197.0,3.782642089093702,25.335634829305715
Oklahoma,Cleveland,296207,298099,299587,14988,47144,60423,65059,8.0,25.1,32.2,34.7,35293.0,71.3882079195579,6.607743857920448,10.111059007888691,5.026147243706557,0.2668146661997163,2.52,198.271980515853,79713.0,26.60762983707571,31221.0,10.473366230681753,10114.0,3.4145040461569103,11.839355381936874
Missouri,Lewis,10039,9986,9891,962,2979,1808,838,14.6,45.2,27.4,12.7,1383.0,93.27108201771274,2.9745860608394303,1.8386599922988065,0.4331921447824413,0.0385059684251058,2.45,7.66559370015563,2796.0,28.268122535638458,1046.0,10.47466453034248,336.0,3.3469469070624562,13.849389144802723
Nebraska,Washington,20928,20993,21167,618,3840,4890,4759,4.4,27.2,34.7,33.7,1303.0,93.51316634553628,1.0918432883750802,1.7708046609780714,0.8487017157537389,0.091751536838242,2.45,20.0191076089956,4582.0,21.64690319837483,2200.0,10.47968370409184,833.0,3.9803134556574924,6.206830848378031
Idaho,Twin Falls,90361,92357,93696,7392,15658,20560,13384,13.0,27.5,36.1,23.5,12185.0,81.36081718283754,1.5642981535985985,2.740577038628795,2.2262732837021724,0.3941298082308969,2.69,16.8098065446671,24129.0,25.752433401639347,9679.0,10.47998527453252,5684.0,6.290324365600204,13.193369208614397
Oregon,Umatilla,80098,80154,80215,8780,15548,18539,9513,16.8,29.7,35.4,18.2,9968.0,69.59040270396478,1.3842253896955816,6.039447644037269,1.4164683907406996,0.3924751506526428,2.69,9.23369788602913,22545.0,28.105715888549522,8401.0,10.481073932679593,3788.0,4.729206721765837,12.436060583377
Iowa,Appanoose,12285,12266,12094,792,3082,3160,1637,9.1,35.5,36.4,18.9,2069.0,94.77067816542532,1.027048216385731,1.5523324186593492,0.9251274010192082,0.1568012544100352,2.28,9.7128923298377,2927.0,24.20208367785679,1286.0,10.484265449209197,581.0,4.72934472934473,16.867764552421328
Arkansas,Ouachita,22614,22344,22049,1995,6501,5412,2131,12.4,40.5,33.7,13.3,4437.0,55.33956177468683,39.50731073777703,2.107335874984289,0.892370857597721,0.138254639909506,2.36,12.7014153173494,5484.0,24.871876275568052,2343.0,10.486036519871107,481.0,2.127000972848678,19.857679914070893
Oklahoma,Sequoyah,39246,39442,39667,4699,10609,7773,3836,17.5,39.4,28.9,14.3,7656.0,62.70013749057525,2.7010245265445514,31.18818468088881,0.9912626957023108,0.0820508271610413,2.67,23.7180228032718,10639.0,26.820783018630095,4136.0,10.486283657015365,1540.0,3.9239667736839423,19.41078038639014
North Carolina,Martin,21953,21742,21508,2814,5561,5372,2333,17.5,34.6,33.4,14.5,4336.0,53.59639923090369,40.543611256773296,1.437685719279846,0.6685894074462507,0.122356231428072,2.42,19.5020000597867,6112.0,28.417333085363584,2280.0,10.486615766718794,720.0,3.2797339771329663,19.942967528286264
Georgia,Baldwin,43794,43671,43635,3929,8989,7608,6946,14.3,32.7,27.7,25.3,9332.0,52.819266460450734,41.94653115333628,1.0517012814847548,1.604065399911622,0.132567388422448,2.54,67.5882661922328,9574.0,21.941102326114358,4580.0,10.48750887316526,2515.0,5.742795816778554,21.36887179134895
Minnesota,Mahnomen,5372,5387,5328,444,1198,1211,424,13.5,36.6,37.0,12.9,997.0,48.9275268118297,0.7474813129671758,48.91127721806955,0.2112447188820279,0.0324991875203119,2.81,3.81072853839715,1803.0,33.840090090090094,565.0,10.488212363096343,168.0,3.1273268801191363,18.50751809912753
Arkansas,Columbia,22742,22510,22216,1824,5590,3805,2832,13.0,39.8,27.1,20.2,4777.0,59.65897100409404,34.41944878234078,1.7515721943189972,0.9623095429029672,0.0506478706791035,2.47,12.0430090148183,5438.0,24.477853799063737,2361.0,10.488671701466016,852.0,3.7463723507167352,21.221679253665037
Delaware,Sussex,238879,247722,255956,18278,54916,49595,53641,10.4,31.1,28.1,30.4,28006.0,75.05121285354494,11.615819386072454,2.23456466136847,1.6728879349175698,0.1347397446995186,2.42,90.5489983667487,63138.0,24.66752098016847,25984.0,10.489177384325979,8854.0,3.706479012387024,11.305414940941862
Arkansas,Little River,11975,11954,11821,847,3656,2629,1246,10.1,43.6,31.4,14.9,1854.0,73.49669389342668,18.41306884480747,4.823026059898872,0.5134189031505251,0.1244651886425515,2.25,9.0075425884187,3281.0,27.75568902800101,1254.0,10.49021248117785,547.0,4.567849686847599,15.509452902794044
Minnesota,Lincoln,5628,5563,5580,248,1492,1407,837,6.2,37.4,35.3,21.0,482.0,95.35283993115318,0.7917383820998278,1.2564543889845097,0.998278829604131,0.1032702237521514,2.24,4.1049942086746,1220.0,21.863799283154123,584.0,10.497932770088083,248.0,4.4065387348969445,8.664389717778178
Georgia,Crisp,20050,20024,19708,2290,5484,4114,1888,16.6,39.8,29.9,13.7,4729.0,50.88436028068827,44.18917619917331,1.0669999038738829,1.1775449389599153,0.0672882822262808,2.69,32.3511107884024,4678.0,23.736553683783235,2103.0,10.502397123451859,882.0,4.399002493765586,23.61666000799041
Georgia,Henry,241848,245023,248364,11711,48272,50451,43452,7.6,31.4,32.8,28.2,23188.0,39.43209339874558,48.59769918648699,1.7624821461839408,3.823045395267963,0.1552505744271254,2.98,268.154557420516,58353.0,23.494950959076196,25735.0,10.503095627757395,7683.0,3.176788726803612,9.463601376197337
Iowa,Floyd,15590,15449,15337,781,4218,3648,2208,7.2,38.9,33.6,20.3,1719.0,90.18389814871765,3.3704409865305367,1.26084015007073,2.33101666769174,0.147610554154622,2.3,12.230155667007,3605.0,23.50524874486536,1623.0,10.505534338792156,712.0,4.567030147530468,11.12693378212182
Kentucky,Ohio,23746,23730,23527,3061,6444,4487,2386,18.7,39.3,27.4,14.6,3816.0,92.76104540096736,1.3860098361988376,1.7355607039791894,0.4430354021867252,0.0975490793805633,2.62,15.8251491570273,7313.0,31.083436052195353,2493.0,10.505689001264223,764.0,3.217383980459867,16.080910240202275
Louisiana,St. Martin,51628,51573,51236,5731,16412,7918,5247,16.2,46.5,22.4,14.9,9377.0,65.04705097806757,29.492071724955544,1.2188796680497926,1.1781268524007114,0.0778008298755186,2.74,28.1515199185348,12985.0,25.343508470606608,5419.0,10.507436061505052,2407.0,4.662198806848997,18.181994454462608
Florida,Jefferson,14390,14476,15042,1745,3738,2972,2320,16.2,34.7,27.6,21.5,2181.0,61.94759997373433,31.36121872742793,1.759800380852321,0.8470680937684681,0.295488869919233,2.04,9.1057985960448,3964.0,26.352878606568275,1522.0,10.513954130975407,717.0,4.982626824183461,15.066316662061343
Texas,Chambers,47025,48721,51288,3019,7403,11282,6828,10.6,25.9,39.5,23.9,5034.0,72.48079097127747,7.210331679089463,2.3970568510605683,1.684262967291958,0.0958056295387917,2.96,26.0516761726167,11706.0,22.82405240992045,5123.0,10.514973009585189,1708.0,3.6321105794790003,10.332300240142853
Indiana,Marion,976631,971647,969466,83635,175662,169534,209182,13.1,27.5,26.6,32.8,143143.0,54.93474146981503,27.86932579281044,1.918327200505142,4.471300352065676,0.145786808565827,2.51,919.884200648008,227486.0,23.465082839418812,102174.0,10.515547312964483,33752.0,3.4559623849744683,14.731996290834019
South Dakota,Jones,925,884,884,38,228,144,258,5.7,34.1,21.6,38.6,113.0,84.90566037735849,1.2909632571996028,10.824230387288978,0.2979145978152929,1.1916583912611718,1.82,0.292660933061515,177.0,20.02262443438914,93.0,10.520361990950226,45.0,4.864864864864865,12.782805429864252
Alaska,Matanuska-Susitna,107515,111059,113325,4384,23039,25821,16552,6.3,33.0,37.0,23.7,11453.0,78.72444739903607,2.056672760511883,11.676915406348678,2.877679906930364,0.9980056506564734,3.29,1.61641230138181,34981.0,30.867857930730203,11684.0,10.520534130507206,2238.0,2.0815700134864903,10.312536579655857
Minnesota,Dakota,440393,442773,443341,14490,59045,94193,127587,4.9,20.0,31.9,43.2,22043.0,76.10531115041856,8.645764293162332,1.7890990758995098,6.30638427213894,0.1587308288197771,2.59,287.086261144252,113641.0,25.632864995567743,46591.0,10.522547671154294,14491.0,3.290470102839963,4.978397508429828
Indiana,Wells,28167,28177,28335,1292,8158,6129,3428,6.8,42.9,32.2,18.0,2108.0,93.3122212006674,1.4233663636054077,1.5459529403752512,0.7116831818027037,0.0885347498893315,2.52,29.3147906682794,6511.0,22.97864831480501,2966.0,10.526315789473683,869.0,3.0851705896971633,7.48127905738723
Texas,Midland,170348,168206,171999,16086,25181,32734,29891,15.5,24.2,31.5,28.8,17432.0,64.08206886022586,6.26991514363528,2.222616215790277,2.3629764244098714,0.154642475461588,2.9,70.4197334989774,40910.0,23.785022005941894,17708.0,10.527567387608052,6405.0,3.7599502195505674,10.363482872192431
Louisiana,Iberia,70054,69298,68327,7622,20129,11797,6681,16.5,43.5,25.5,14.5,16297.0,57.65969244918108,33.21116055126524,1.3213594990465114,2.92132703985718,0.0716807097742733,2.76,48.8877894402647,19149.0,28.025524316887907,7296.0,10.528442379289446,3280.0,4.682102378165416,23.51727322577852
South Carolina,McCormick,9505,9782,9764,1312,2799,2190,1649,16.5,35.2,27.5,20.7,1720.0,55.11363636363637,40.80762987012987,1.755275974025974,0.689935064935065,0.2333603896103896,2.11,10.3274764626023,2244.0,22.98238426874232,1030.0,10.52954406051932,305.0,3.208837453971594,17.58331629523615
Wisconsin,Polk,45032,45521,45709,2004,11732,11541,7246,6.2,36.1,35.5,22.3,3829.0,93.42211977632648,0.9689674307423058,2.337046997054681,0.7662099287147309,0.0768344218209758,2.34,18.310649113301,12692.0,27.76696055481415,4795.0,10.533599876979856,1392.0,3.0911351927518207,8.4115023835153
Missouri,Pemiscot,15585,15225,14841,2118,4804,2333,1231,20.2,45.8,22.2,11.7,3568.0,66.76363636363635,28.31515151515152,2.0242424242424244,0.3515151515151515,0.103030303030303,2.46,13.3485459050615,3013.0,20.301866451047772,1604.0,10.535303776683087,910.0,5.838947706127687,23.435139573070607
Utah,Davis,363745,367446,369948,9115,44724,76993,80347,4.3,21.2,36.5,38.0,23286.0,83.76346850412742,1.9673625022590688,1.8278729627018209,3.3622578978315483,1.4603129351093642,3.29,439.794275837236,101261.0,27.37168466919675,38720.0,10.537602804221573,11860.0,3.2605259178820325,6.337257719501641
Missouri,Holt,4184,4241,4262,184,1469,839,657,5.8,46.6,26.6,20.9,576.0,94.3874058863792,0.5019393109742185,2.4640657084188917,0.6844626967830253,0.1140771161305042,2.11,3.71838539511677,1060.0,24.870952604411077,447.0,10.539966988917708,181.0,4.326003824091778,13.581702428672482
Arkansas,White,76851,77157,77755,7126,20258,12575,10174,14.2,40.4,25.1,20.3,12106.0,85.48120007792713,5.805571790375998,3.251022793687902,1.179865575686733,0.1290668225209429,2.56,29.3951316053397,22164.0,28.504919297794356,8133.0,10.540845289474706,2200.0,2.8626823333463456,15.690086447114327
Illinois,Edgar,16796,16589,16433,1493,4796,3887,2270,12.0,38.5,31.2,18.2,2115.0,95.19733440569884,0.8157637731946918,1.6659964382145114,0.5112885620727293,0.0804274142586315,2.27,10.8630299616172,5209.0,31.6984117324895,1749.0,10.543130990415335,557.0,3.3162657775660875,12.749412261136897
Kentucky,Nelson,46784,47149,47392,2507,11599,11093,6634,7.9,36.4,34.8,20.8,4998.0,88.98904819203393,6.089776273122183,1.696816429751392,0.9422225847898352,0.0754593844961556,2.56,41.9732665377766,14507.0,30.610651586765698,4971.0,10.543171647330803,1596.0,3.4114227086183306,10.600436912765913
Louisiana,De Soto,26838,26934,26853,3211,7636,4827,2645,17.5,41.7,26.3,14.4,5247.0,58.15660975870549,35.545496667498305,2.968956053747728,0.4597783084435257,0.0926684962754392,2.56,11.9900855262149,7362.0,27.415931180873642,2840.0,10.54429345808272,1123.0,4.184365451971086,19.48095344174649
Montana,Yellowstone,165196,167397,169852,5582,31356,37347,37713,5.0,28.0,33.3,33.7,18523.0,85.36572990951883,1.7070214505172363,6.810609690785579,1.5102742621980438,0.3455760069904445,2.37,23.1379782522651,43099.0,25.37444363328074,17652.0,10.544991845732001,8637.0,5.2283348265091165,11.065311803676291
Virginia,Danville city,42577,42376,42229,4682,10937,8617,5358,15.8,37.0,29.1,18.1,9832.0,42.0114476293492,51.230394808004334,1.5458806562105645,1.392644672796106,0.0608436992969172,2.16,374.506547567474,11226.0,26.58362736508087,4469.0,10.546063809703606,1401.0,3.2905089602367474,23.201812346611288
Kansas,Chase,2574,2598,2548,118,580,584,532,6.5,32.0,32.2,29.3,268.0,87.81932617549056,1.814142910033321,2.73972602739726,1.036653091447612,0.1480932987782303,2.48,1.32104561926481,673.0,26.41287284144427,274.0,10.54657428791378,139.0,5.4001554001554,10.31562740569669
Colorado,Prowers,12010,11994,11854,1374,2255,2776,1301,17.8,29.3,36.0,16.9,2251.0,70.87199882162322,1.2593901900132567,4.77242598320813,0.4639858594785683,0.1178376785977316,2.35,2.84015614595943,2654.0,22.389066981609584,1265.0,10.546940136735033,335.0,2.7893422148209823,18.767717191929297
South Dakota,Moody,6343,6314,6349,252,1351,1495,1128,6.0,32.0,35.4,26.7,651.0,77.39503252513306,0.827912477823773,15.079834417504436,1.6853932584269662,0.192193968066233,2.34,4.83646684583355,1386.0,21.830209481808158,666.0,10.547988596769084,328.0,5.171054705975091,10.310421286031042
Kentucky,Boone,136465,137760,139093,6052,25378,27190,30141,6.8,28.6,30.6,34.0,8664.0,84.64026147756893,5.39159575788501,2.0941650232378537,2.834052764408159,0.3047813435202934,2.76,202.383414580174,40084.0,28.818128877801186,14534.0,10.550232288037167,3136.0,2.2980251346499103,6.2891986062717775
Pennsylvania,Lehigh,374477,375760,376317,26144,81618,66073,79797,10.3,32.2,26.1,31.5,40827.0,66.7744103202684,9.117425328108329,1.4258772637607997,3.993419769113861,0.1339168511234804,2.56,405.574784136813,91539.0,24.324970702891445,39644.0,10.550351288056206,8332.0,2.224969757822243,10.865179902065147
Louisiana,West Baton Rouge,27258,27805,28034,2402,6925,5457,3915,12.8,37.0,29.2,20.9,4127.0,54.03434980722047,39.15177006659656,1.4195583596214512,1.0725552050473186,0.1717490361023484,2.6,51.8970845813326,7335.0,26.16465720196904,2934.0,10.552058982197446,1138.0,4.174921124073666,14.842654198885091
Missouri,Gasconade,14760,14791,14768,1251,4298,3242,1943,11.7,40.0,30.2,18.1,1648.0,92.88034133605044,0.7705533974399796,3.330573775711648,0.6686620391008088,0.2929376552251162,2.37,10.969960598172,3385.0,22.92118093174431,1561.0,10.553715097018458,361.0,2.44579945799458,11.141910621323778
Utah,Juab,11818,12192,12567,490,2241,2439,1380,7.5,34.2,37.2,21.1,1057.0,92.93340940581956,0.4075311761349743,1.776835927948488,0.8558154698834461,0.8476648463607467,3.18,1.24629919647103,2899.0,23.068353624572293,1287.0,10.556102362204726,344.0,2.9108140125232698,8.669619422572177
Arkansas,Union,38926,38364,37752,3664,10177,8032,4931,13.7,38.0,30.0,18.4,6726.0,60.68826804680027,32.480561210723835,1.8886899359807696,0.8658539576639113,0.0858495425445804,2.47,14.7617220923788,9268.0,24.549692731510913,4051.0,10.55937858408925,1320.0,3.3910496840158246,17.532061307475757
Virginia,Waynesboro city,22276,22596,22808,1918,5511,3772,4342,12.3,35.5,24.3,27.9,2748.0,75.63979859348342,13.898714160875535,1.868419957554825,1.743581207606841,0.2621613748907661,2.38,565.519157470855,6033.0,26.451245177130833,2387.0,10.563816604708798,446.0,2.002154785419285,12.16144450345194
Louisiana,St. Charles,52507,52405,50998,3280,11356,10613,10038,9.3,32.2,30.1,28.4,6097.0,65.50808763671114,24.64870987151807,1.8847556011750968,1.5644356351537891,0.0920256255972817,2.78,73.2935338860763,13920.0,27.295188046590063,5537.0,10.565785707470662,2221.0,4.229912202182566,11.634386031867189
Alabama,Lamar,13956,13740,13705,1745,4151,3062,990,17.5,41.7,30.8,10.0,2300.0,85.76776429809358,11.251299826689774,1.1507798960138649,0.2149046793760831,0.0693240901213171,2.3,8.89409702789082,3745.0,27.325793506019703,1452.0,10.56768558951965,579.0,4.148753224419605,16.73944687045124
Iowa,Mahaska,22147,21944,21946,1179,5807,4606,3080,8.0,39.6,31.4,21.0,2640.0,92.18655360387643,2.552565544691529,1.4493380635112918,1.639698883793372,0.1773816734446655,2.44,15.0203460319657,4934.0,22.482456939761235,2319.0,10.567808968282902,1038.0,4.686865038154152,12.030623405030989
South Carolina,Charleston,409716,414403,419279,20645,60891,73011,135620,7.1,21.0,25.2,46.7,55612.0,66.90782186339894,22.699022556739447,1.5586257398026575,2.5594738769135223,0.1756524399004481,2.45,166.025133721354,112905.0,26.928369892124337,43802.0,10.569904175404135,18352.0,4.479200226498355,13.419787018916368
Virginia,Covington city,5742,5731,5679,449,1931,1133,563,11.0,47.4,27.8,13.8,979.0,80.26402640264027,14.29042904290429,1.6336633663366338,0.8415841584158417,0.396039603960396,2.28,394.102108735751,1299.0,22.873745377707344,606.0,10.574070842784854,88.0,1.532567049808429,17.08253358925144
Pennsylvania,Northumberland,91542,91013,90133,6962,33069,15110,11941,10.4,49.3,22.5,17.8,10312.0,90.33830065359476,3.641307189542484,1.4295424836601307,0.8062745098039216,0.1098039215686274,2.25,77.8313122604817,23172.0,25.70867495811745,9624.0,10.574313559601375,1893.0,2.067903257521138,11.33024952479316
New Mexico,Roosevelt,19157,19017,18934,1905,3504,3386,2445,16.9,31.2,30.1,21.8,3775.0,66.531431119037,3.1743201069995544,2.6437806509139543,1.4311190370040126,0.2942487739634418,2.57,3.0175638902858,5023.0,26.52899545790641,2011.0,10.57474890887101,693.0,3.617476640392546,19.850659935846874
North Carolina,Beaufort,44690,44438,44272,4026,10453,11555,6660,12.3,32.0,35.3,20.4,8863.0,67.57359883271822,23.474379881555237,1.5277658570079822,0.6308471375847567,0.102995451034246,2.42,21.92453498485,12715.0,28.720184315142756,4700.0,10.57653359737162,1535.0,3.4347728798388903,19.944641973086096
South Carolina,Georgetown,63506,63991,64722,4860,13016,14846,14485,10.3,27.6,31.4,30.7,9345.0,66.18370736017795,28.61495802672273,1.3178542590307296,0.6185535597300302,0.1020765726648079,2.43,29.2250338775805,15958.0,24.656221995612,6769.0,10.578050038286634,2577.0,4.05788429439738,14.603616133518777
Nebraska,Sheridan,5104,5086,4996,360,1170,1309,712,10.1,32.9,36.9,20.1,664.0,81.13623827909542,0.7170435741864313,13.991542562971135,0.882515168229454,0.2022430593859165,2.27,0.827895093745511,969.0,19.395516413130505,538.0,10.578057412504915,200.0,3.918495297805643,13.055446323240266
Michigan,Cass,51550,51501,51403,4041,12627,12560,7729,10.9,34.2,34.0,20.9,5849.0,85.69669087681802,6.154570647153647,3.4757566426980127,1.0034232308779047,0.095995363242832,2.45,40.5398857771623,11215.0,21.81779273583254,5448.0,10.578435370186986,1552.0,3.010669253152279,11.357061027941205
Arkansas,Woodruff,6228,6153,6049,785,1929,1037,720,17.6,43.1,23.2,16.1,1514.0,68.76322951315392,26.217115210160262,1.7689749017236165,0.4989416389476867,0.3931055337163592,2.26,4.38237679654509,1732.0,28.632831873036867,651.0,10.580204778156997,162.0,2.601156069364162,24.605883308954983
Texas,Nolan,14723,14600,14473,1677,3134,3131,1548,17.7,33.0,33.0,16.3,2601.0,72.09012748295287,5.650756003557664,2.484435220871628,0.8894159501927068,0.17195375037059,2.68,6.33599017652774,3065.0,21.17736474815173,1545.0,10.582191780821917,543.0,3.6881070434014807,17.815068493150683
Missouri,Grundy,9761,9761,9838,1030,2461,2055,1076,15.6,37.2,31.0,16.2,1562.0,93.8494792690116,1.0905875417567303,2.141874631558262,0.9628610729023384,0.1572018078207899,2.44,8.90454861843853,2543.0,25.84874974588331,1033.0,10.582932076631494,362.0,3.708636410203873,16.002458764470852
South Carolina,Hampton,18519,18236,18113,2481,5903,3529,1479,18.5,44.1,26.4,11.0,4208.0,44.69525959367946,51.42527166780408,1.1601658879731218,0.7664444327786235,0.1889862984933592,2.66,13.6569134622091,5024.0,27.73698448628057,1930.0,10.583461285369598,810.0,4.373886278956747,23.075235797323977
Kentucky,Daviess,103391,103140,103222,6247,23268,22110,17217,9.1,33.8,32.1,25.0,13621.0,85.89093913522446,6.575782612687046,1.6322408886440831,2.529147158725787,0.1165886349031488,2.43,84.1767681336379,31176.0,30.202863730600065,10919.0,10.58658134574365,2593.0,2.5079552378833747,13.206321504750823
Minnesota,Steele,37375,37409,37398,2101,7511,8530,7034,8.3,29.8,33.9,27.9,3345.0,86.27947620374357,4.353993059952889,1.172715989969859,1.47919252298574,0.1823662014639953,2.49,32.9590235430063,10657.0,28.496176266110485,3961.0,10.588361089577376,1074.0,2.873578595317726,8.941698521746105
Illinois,Hamilton,7997,7923,7984,676,1847,2119,1069,11.8,32.3,37.1,18.7,1032.0,94.64629451395574,1.1068334937439843,2.1414821944177094,0.6256015399422521,0.1082771896053897,2.4,7.30303389348068,2181.0,27.317134268537075,839.0,10.589423198283479,256.0,3.2012004501688134,13.025369178341537
Tennessee,Sequatchie,15850,16445,16909,2057,4568,3023,1828,17.9,39.8,26.3,15.9,2198.0,92.22638318434404,0.9905774341628412,2.941531770959169,0.6644116936458081,0.1208021261174196,2.66,21.392755493087,4226.0,24.99260748713703,1742.0,10.59288537549407,441.0,2.782334384858044,13.365764670112496
Oklahoma,Payne,81645,82149,82794,3521,12141,11796,17013,7.9,27.3,26.5,38.3,15373.0,76.13291401865077,5.149708445259779,10.32999191945664,3.940902836925899,0.2282207517089257,2.41,45.963847540365,18463.0,22.29992511534652,8703.0,10.59416426249863,3391.0,4.153346806295548,18.713557073123226
Michigan,Dickinson,25898,25795,25874,827,6255,7481,4482,4.3,32.8,39.3,23.5,2898.0,93.865505920543,0.8004721679147145,2.4493710575823524,0.914825334759674,0.0553321775056254,2.27,12.9741294904056,7490.0,28.947978665842157,2733.0,10.595076565225819,1207.0,4.660591551471156,11.234735413839891
